transect,old_tag,new_tag,species,status93,status13,status22,diam93,rad1993,cross1993,basal_area_1993,diam13,rad2013,cross2013,basal_area_2013,diam22,rad2022,cross2022,basal_area_2022
D,21,A8723,Pterophylla sylvicola,,A,A,,0,0,0,5.3,2.65,0.220618344,2.451314934,5.1,2.55,0.204282062,2.269800692
D,21,,Pterophylla sylvicola,A,A,A,13,6.5,1.327322896,14.74803218,12.8,6.4,1.286796351,14.29773723,12.6,6.3,1.246898124,13.8544236
D,22,A8120,Pterophylla sylvicola,A,A,A,5.8,2.9,0.264207942,2.935643802,6,3,0.282743339,3.141592654,6.4,3.2,0.321699088,3.574434308
D,22,A8715,Pterophylla sylvicola,A,A,A,8.1,4.05,0.515299735,5.725552611,8.1,4.05,0.515299735,5.725552611,8.2,4.1,0.528101725,5.867796945
D,22,,Pterophylla sylvicola,A,A,D,17,8.5,2.269800692,25.22000769,18.2,9.1,2.601552876,28.90614307,,0,0,0
D,22,,Pterophylla sylvicola,A,A,A,13.6,6.8,1.452672443,16.14080492,15.1,7.55,1.790786352,19.89762614,13.8,6.9,1.495712262,16.61902514
D,23,A8249,Pterophylla sylvicola,A,A,A,8.1,4.05,0.515299735,5.725552611,9,4.5,0.636172512,7.068583471,8.5,4.25,0.567450173,6.305001923
D,23,A8421,Pterophylla sylvicola,,A,D,,0,0,0,7.4,3.7,0.430084034,4.778711492,,0,0,0
D,23,A8729,Pterophylla sylvicola,A,A,A,13.6,6.8,1.452672443,16.14080492,15.2,7.6,1.814583917,20.16204352,15.2,7.6,1.814583917,20.16204352
D,23,A8761,Pterophylla sylvicola,A,A,A,5.1,2.55,0.204282062,2.269800692,7.5,3.75,0.441786467,4.908738521,9.2,4.6,0.664761005,7.386233394
D,24,,Pterophylla sylvicola,A,A,A,9.7,4.85,0.738981132,8.210901466,11.7,5.85,1.075131546,11.94590607,12.7,6.35,1.266768698,14.07520775
D,24,A8289,Pterophylla sylvicola,A,A,A,12.15,6.075,1.159424404,12.88249338,13.5,6.75,1.431388153,15.90431281,13.5,6.75,1.431388153,15.90431281
D,24,A8422,Pterophylla sylvicola,A,A,A,17.1,8.55,2.29658277,25.51758633,17.8,8.9,2.488455541,27.64950601,19,9.5,2.83528737,31.503193
D,24,A8543,Pterophylla sylvicola,A,A,A,10.4,5.2,0.849486654,9.438740595,11.3,5.65,1.002874915,11.14305461,11.4,5.7,1.020703453,11.34114948
D,24,A8756,Pterophylla sylvicola,A,A,A,16.5,8.25,2.1382465,23.75829444,17.2,8.6,2.323521927,25.8169103,16.9,8.45,2.243175694,24.92417438
D,25,,Pterophylla sylvicola,A,A,A,6,3,0.282743339,3.141592654,6.6,3.3,0.34211944,3.801327111,6.2,3.1,0.301907054,3.354522822
D,25,A8109,Pterophylla sylvicola,A,A,A,16,8,2.010619298,22.34021443,16.5,8.25,2.1382465,23.75829444,17.1,8.55,2.29658277,25.51758633
D,25,A8547,Pterophylla sylvicola,A,A,A,5.7,2.85,0.255175863,2.83528737,8.1,4.05,0.515299735,5.725552611,8.3,4.15,0.541060795,6.011786608
D,25,A8671,Pterophylla sylvicola,,A,A,,0,0,0,12.8,6.4,1.286796351,14.29773723,13.8,6.9,1.495712262,16.61902514
D,26,A8445,Pterophylla sylvicola,A,A,A,5.8,2.9,0.264207942,2.935643802,6.1,3.05,0.292246657,3.247185073,6.1,3.05,0.292246657,3.247185073
D,26,A8648,Pterophylla sylvicola,A,A,A,7,3.5,0.3848451,4.276056667,7.1,3.55,0.395919214,4.39910238,7,3.5,0.3848451,4.276056667
D,26,A8702,Pterophylla sylvicola,,A,A,,0,0,0,7.3,3.65,0.418538681,4.650429792,7.1,3.55,0.395919214,4.39910238
D,26,,Pterophylla sylvicola,,A,A,,0,0,0,17.8,8.9,2.488455541,27.64950601,19.2,9.6,2.89529179,32.16990877
D,27,A8416,Pterophylla sylvicola,,A,A,,0,0,0,11,5.5,0.950331778,10.55924197,11,5.5,0.950331778,10.55924197
E,27,A8553,Pterophylla sylvicola,,A,A,,0,0,0,11.8,5.9,1.093588403,12.15098225,11.8,5.9,1.093588403,12.15098225
D,27,A8690,Pterophylla sylvicola,A,A,A,8.7,4.35,0.59446787,6.605198554,,0,0,0,8.3,4.15,0.541060795,6.011786608
E,27,A8733,Pterophylla sylvicola,,A,D,,0,0,0,10.3,5.15,0.833228912,9.258099017,,0,0,0
D,28,A8250,Pterophylla sylvicola,A,A,A,10,5,0.785398163,8.72664626,11.2,5.6,0.985203456,10.94670507,11.4,5.7,1.020703453,11.34114948
D,28,A8443,Pterophylla sylvicola,A,A,A,10.5,5.25,0.865901475,9.621127502,10.8,5.4,0.916088418,10.1787602,10.7,5.35,0.899202357,9.991137303
D,28,A8563,Pterophylla sylvicola,A,A,A,14,7,1.5393804,17.10422667,16.1,8.05,2.035830579,22.62033977,16.6,8.3,2.164243179,24.04714643
E,28,,Pterophylla sylvicola,,A,A,,0,0,0,14.8,7.4,1.720336137,19.11484597,15.3,7.65,1.838538561,20.42820623
D,29,A8413,Pterophylla sylvicola,A,A,A,13.5,6.75,1.431388153,15.90431281,18,9,2.544690049,28.27433388,20.2,10.1,3.204738666,35.6082074
D,29,A8720,Pterophylla sylvicola,A,A,D,7.6,3.8,0.453645979,5.04051088,7.6,3.8,0.453645979,5.04051088,,0,0,0
D,29,,Pterophylla sylvicola,A,A,A,15.1,7.55,1.790786352,19.89762614,16.4,8.2,2.1124069,23.47118778,16.1,8.05,2.035830579,22.62033977
D,30,A8438,Pterophylla sylvicola,A,D,D,11.1,5.55,0.967689077,10.75210086,,0,0,0,,0,0,0
E,30,A8558,Pterophylla sylvicola,,A,A,,0,0,0,7,3.5,0.3848451,4.276056667,6.7,3.35,0.352565236,3.917391506
E,30,A8703,Pterophylla sylvicola,,A,A,,0,0,0,6.8,3.4,0.363168111,4.035201231,6.7,3.35,0.352565236,3.917391506
D,30,,Pterophylla sylvicola,A,A,A,8.4,4.2,0.554176944,6.157521601,8.6,4.3,0.580880482,6.454227574,8.3,4.15,0.541060795,6.011786608
D,30,,Pterophylla sylvicola,A,A,A,10.6,5.3,0.882473376,9.805259738,18.7,9.35,2.746458838,30.51620931,14.8,7.4,1.720336137,19.11484597
D,31,A8436,Pterophylla sylvicola,A,A,D,8.1,4.05,0.515299735,5.725552611,6,3,0.282743339,3.141592654,,0,0,0
D,31,A8725,Pterophylla sylvicola,A,A,A,23,11.5,4.154756284,46.16395872,17,8.5,2.269800692,25.22000769,16.9,8.45,2.243175694,24.92417438
D,31,,Pterophylla sylvicola,A,A,D,11.4,5.7,1.020703453,11.34114948,11.4,5.7,1.020703453,11.34114948,,0,0,0
E,32,A8530,Pterophylla sylvicola,,A,A,,0,0,0,10.4,5.2,0.849486654,9.438740595,11.8,5.9,1.093588403,12.15098225
E,32,A8614,Pterophylla sylvicola,,A,A,,0,0,0,9.6,4.8,0.723822947,8.042477193,9.5,4.75,0.708821842,7.87579825
D,32,A8727,Pterophylla sylvicola,A,A,A,5.5,2.75,0.237582944,2.639810494,6.2,3.1,0.301907054,3.354522822,6.4,3.2,0.321699088,3.574434308
D,32,A8781,Pterophylla sylvicola,A,A,A,15.5,7.75,1.886919088,20.96576764,17,8.5,2.269800692,25.22000769,18.4,9.2,2.659044022,29.54493358
D,32,,Pterophylla sylvicola,A,A,D,6.6,3.3,0.34211944,3.801327111,7,3.5,0.3848451,4.276056667,,0,0,0
D,33,A8711,Pterophylla sylvicola,A,A,A,11.3,5.65,1.002874915,11.14305461,12.9,6.45,1.306981084,14.52201204,14,7,1.5393804,17.10422667
D,33,,Pterophylla sylvicola,A,A,A,6,3,0.282743339,3.141592654,6.2,3.1,0.301907054,3.354522822,6.9,3.45,0.373928066,4.154756284
F,33,,Pterophylla sylvicola,A,A,A,22.6,11.3,4.011499659,44.57221844,22.3,11.15,3.905706527,43.39673919,23,11.5,4.154756284,46.16395872
E,33,,Pterophylla sylvicola,,A,A,,0,0,0,5,2.5,0.196349541,2.181661565,5.1,2.55,0.204282062,2.269800692
D,34,A8677,Pterophylla sylvicola,A,A,D,5.7,2.85,0.255175863,2.83528737,5.8,2.9,0.264207942,2.935643802,,0,0,0
E,34,,Pterophylla sylvicola,,A,A,,0,0,0,16.3,8.15,2.08672438,23.18582645,14,7,1.5393804,17.10422667
E,35,A8659,Pterophylla sylvicola,,A,A,,0,0,0,9.6,4.8,0.723822947,8.042477193,9.4,4.7,0.693977817,7.710864635
B,35,A8719,Pterophylla sylvicola,,A,D,,0,0,0,17.1,8.55,2.29658277,25.51758633,,0,0,0
B,35,,Pterophylla sylvicola,A,A,A,8.3,4.15,0.541060795,6.011786608,10,5,0.785398163,8.72664626,10.4,5.2,0.849486654,9.438740595
B,36,A8712,Pterophylla sylvicola,,A,A,,0,0,0,9.4,4.7,0.693977817,7.710864635,10.2,5.1,0.817128249,9.079202769
B,36,,Pterophylla sylvicola,A,A,A,6.1,3.05,0.292246657,3.247185073,6.3,3.15,0.311724531,3.463605901,6.5,3.25,0.331830724,3.687008045
B,36,,Pterophylla sylvicola,,A,A,,0,0,0,15.5,7.75,1.886919088,20.96576764,16.8,8.4,2.216707776,24.6300864
B,36,,Pterophylla sylvicola,A,A,A,9.9,4.95,0.76976874,8.552985999,10.6,5.3,0.882473376,9.805259738,9.8,4.9,0.754296396,8.381071068
B,37,,Pterophylla sylvicola,A,A,A,7.2,3.6,0.407150408,4.523893421,9.1,4.55,0.650388219,7.226535768,8.8,4.4,0.608212338,6.757914864
B,37,A8418,Pterophylla sylvicola,A,A,D,7,3.5,0.3848451,4.276056667,8.4,4.2,0.554176944,6.157521601,,0,0,0
B,37,A8546,Pterophylla sylvicola,,A,A,,0,0,0,8.8,4.4,0.608212338,6.757914864,8.6,4.3,0.580880482,6.454227574
B,37,A8612,Pterophylla sylvicola,,A,A,,0,0,0,8.4,4.2,0.554176944,6.157521601,8,4,0.502654825,5.585053606
B,37,,Pterophylla sylvicola,,A,A,,0,0,0,20.7,10.35,3.36535259,37.39280656,22.5,11.25,3.976078202,44.17864669
B,38,A8441,Pterophylla sylvicola,A,A,A,10.2,5.1,0.817128249,9.079202769,11.9,5.95,1.112202339,12.35780377,12.1,6.05,1.149901451,12.77668279
B,38,A8495,Pterophylla sylvicola,,A,A,,0,0,0,17,8.5,2.269800692,25.22000769,17.9,8.95,2.516494255,27.96104728
B,38,A8623,Pterophylla sylvicola,A,A,A,12.1,6.05,1.149901451,12.77668279,16.5,8.25,2.1382465,23.75829444,16.6,8.3,2.164243179,24.04714643
B,38,A8661,Pterophylla sylvicola,,A,A,,0,0,0,9.9,4.95,0.76976874,8.552985999,8.3,4.15,0.541060795,6.011786608
B,38,A8709,Pterophylla sylvicola,,A,A,,0,0,0,8.6,4.3,0.580880482,6.454227574,8.3,4.15,0.541060795,6.011786608
B,38,A8774,Pterophylla sylvicola,,A,D,,0,0,0,6.3,3.15,0.311724531,3.463605901,,0,0,0
B,39,,Pterophylla sylvicola,A,A,A,11.4,5.7,1.020703453,11.34114948,11.6,5.8,1.056831769,11.74257521,10.9,5.45,0.933131558,10.36812842
B,39,A8419,Pterophylla sylvicola,,A,A,,0,0,0,14.4,7.2,1.628601632,18.09557368,14,7,1.5393804,17.10422667
B,39,A8475,Pterophylla sylvicola,,A,A,,0,0,0,8,4,0.502654825,5.585053606,7.9,3.95,0.490166994,5.446299931
B,39,A8496,Pterophylla sylvicola,,A,A,,0,0,0,12.3,6.15,1.188228881,13.20254313,12.2,6.1,1.168986626,12.98874029
B,39,,Pterophylla sylvicola,A,A,A,16.8,8.4,2.216707776,24.6300864,20.4,10.2,3.268512997,36.31681108,21,10.5,3.463605901,38.48451001
B,40,,Pterophylla sylvicola,,A,A,,0,0,0,7.5,3.75,0.441786467,4.908738521,7.6,3.8,0.453645979,5.04051088
B,40,A8263,Pterophylla sylvicola,,A,A,,0,0,0,6.7,3.35,0.352565236,3.917391506,6.8,3.4,0.363168111,4.035201231
B,40,A8488,Pterophylla sylvicola,,A,D,,0,0,0,6.5,3.25,0.331830724,3.687008045,,0,0,0
B,40,A8503,Pterophylla sylvicola,,A,A,,0,0,0,17.9,8.95,2.516494255,27.96104728,18.8,9.4,2.775911269,30.84345854
B,40,A8678,Pterophylla sylvicola,A,A,A,15.8,7.9,1.960667975,21.78519972,19.8,9.9,3.07907496,34.211944,18,9,2.544690049,28.27433388
B,40,,Pterophylla sylvicola,,A,A,,0,0,0,10.2,5.1,0.817128249,9.079202769,10,5,0.785398163,8.72664626
B,41,A8220,Pterophylla sylvicola,A,A,D,8.5,4.25,0.567450173,6.305001923,8.5,4.25,0.567450173,6.305001923,,0,0,0
B,41,A8482,Pterophylla sylvicola,,A,A,,0,0,0,12.8,6.4,1.286796351,14.29773723,12.8,6.4,1.286796351,14.29773723
B,41,A8621,Pterophylla sylvicola,,A,A,,0,0,0,7.9,3.95,0.490166994,5.446299931,6.2,3.1,0.301907054,3.354522822
B,41,A8698,Pterophylla sylvicola,A,A,A,10.8,5.4,0.916088418,10.1787602,11.6,5.8,1.056831769,11.74257521,12.8,6.4,1.286796351,14.29773723
B,42,A8092?,Pterophylla sylvicola,,A,A,,0,0,0,11.4,5.7,1.020703453,11.34114948,11.1,5.55,0.967689077,10.75210086
B,42,A8479,Pterophylla sylvicola,A,A,A,5.2,2.6,0.212371663,2.359685149,5,2.5,0.196349541,2.181661565,5,2.5,0.196349541,2.181661565
B,42,A8497,Pterophylla sylvicola,,A,A,,0,0,0,6.2,3.1,0.301907054,3.354522822,5.9,2.95,0.273397101,3.037745563
B,42,A8576,Pterophylla sylvicola,,A,D,,0,0,0,5.5,2.75,0.237582944,2.639810494,,0,0,0
B,42,A8617,Pterophylla sylvicola,,A,A,,0,0,0,9.3,4.65,0.679290872,7.54767635,9.4,4.7,0.693977817,7.710864635
B,42,,Pterophylla sylvicola,,A,D,,0,0,0,6.5,3.25,0.331830724,3.687008045,,0,0,0
B,43,0,Pterophylla sylvicola,A,A,A,8.5,4.25,0.567450173,6.305001923,9.4,4.7,0.693977817,7.710864635,9.1,4.55,0.650388219,7.226535768
B,43,A8256?,Pterophylla sylvicola,,A,A,,0,0,0,15.9,7.95,1.985565097,22.06183441,16.9,8.45,2.243175694,24.92417438
B,43,A8485,Pterophylla sylvicola,A,A,A,6.1,3.05,0.292246657,3.247185073,6.5,3.25,0.331830724,3.687008045,7.9,3.95,0.490166994,5.446299931
B,43,,Pterophylla sylvicola,A,A,A,10.2,5.1,0.817128249,9.079202769,10.4,5.2,0.849486654,9.438740595,10,5,0.785398163,8.72664626
B,43,,Pterophylla sylvicola,A,A,A,13.6,6.8,1.452672443,16.14080492,14.3,7.15,1.606060704,17.84511894,14.1,7.05,1.561450089,17.34944543
B,44,A8037,Pterophylla sylvicola,A,A,A,6,3,0.282743339,3.141592654,6.1,3.05,0.292246657,3.247185073,6.2,3.1,0.301907054,3.354522822
B,44,A8491,Pterophylla sylvicola,A,A,A,9.2,4.6,0.664761005,7.386233394,9.7,4.85,0.738981132,8.210901466,9.1,4.55,0.650388219,7.226535768
B,44,A8589,Pterophylla sylvicola,A,A,A,12.4,6.2,1.207628216,13.41809129,14.2,7.1,1.583676857,17.59640952,14.9,7.45,1.743662463,19.37402736
B,44,A8620,Pterophylla sylvicola,A,A,A,9.6,4.8,0.723822947,8.042477193,10.6,5.3,0.882473376,9.805259738,10.4,5.2,0.849486654,9.438740595
B,44,,Pterophylla sylvicola,A,A,A,5.9,2.95,0.273397101,3.037745563,6.4,3.2,0.321699088,3.574434308,6,3,0.282743339,3.141592654
B,45,A8191,Pterophylla sylvicola,A,A,A,7,3.5,0.3848451,4.276056667,7,3.5,0.3848451,4.276056667,7.2,3.6,0.407150408,4.523893421
B,45,A8577,Pterophylla sylvicola,A,A,A,16.2,8.1,2.06119894,22.90221044,18.9,9.45,2.805520779,31.17245311,17.4,8.7,2.37787148,26.42079422
B,45,A8731,Pterophylla sylvicola,A,A,A,13.4,6.7,1.410260942,15.66956602,14.2,7.1,1.583676857,17.59640952,14.9,7.45,1.743662463,19.37402736
B,45,,Pterophylla sylvicola,A,A,A,6.5,3.25,0.331830724,3.687008045,7.2,3.6,0.407150408,4.523893421,6.6,3.3,0.34211944,3.801327111
B,46,,Pterophylla sylvicola,A,A,D,7.5,3.75,0.441786467,4.908738521,8,4,0.502654825,5.585053606,,0,0,0
B,46,A8091,Pterophylla sylvicola,,A,A,,0,0,0,6.8,3.4,0.363168111,4.035201231,6.6,3.3,0.34211944,3.801327111
B,46,A8744,Pterophylla sylvicola,,A,D,,0,0,0,5,2.5,0.196349541,2.181661565,,0,0,0
B,46,,Pterophylla sylvicola,A,A,D,14.8,7.4,1.720336137,19.11484597,17.8,8.9,2.488455541,27.64950601,,0,0,0
B,46,,Pterophylla sylvicola,A,A,D,5,2.5,0.196349541,2.181661565,5.2,2.6,0.212371663,2.359685149,,0,0,0
B,47,A8013,Pterophylla sylvicola,A,A,A,18.3,9.15,2.630219909,29.22466566,21.6,10.8,3.664353671,40.71504079,22.3,11.15,3.905706527,43.39673919
B,47,A8693,Pterophylla sylvicola,A,A,D,8.8,4.4,0.608212338,6.757914864,8.7,4.35,0.59446787,6.605198554,,0,0,0
B,47,A8737,Pterophylla sylvicola,A,D,D,12,6,1.130973355,12.56637061,,0,0,0,,0,0,0
B,47,,Pterophylla sylvicola,A,A,A,13.2,6.6,1.36847776,15.20530844,17.8,8.9,2.488455541,27.64950601,19.1,9.55,2.86521104,31.83567822
B,47,,Pterophylla sylvicola,A,A,A,9.4,4.7,0.693977817,7.710864635,,0,0,0,10.7,5.35,0.899202357,9.991137303
B,48,A8096,Pterophylla sylvicola,A,A,A,7.5,3.75,0.441786467,4.908738521,7.8,3.9,0.477836243,5.309291585,7.6,3.8,0.453645979,5.04051088
B,48,A8632,Pterophylla sylvicola,A,A,A,15,7.5,1.767145868,19.63495408,15.7,7.85,1.935927933,21.51031037,15.4,7.7,1.862650284,20.69611427
B,48,A8705,Pterophylla sylvicola,A,A,A,12.4,6.2,1.207628216,13.41809129,14.2,7.1,1.583676857,17.59640952,14,7,1.5393804,17.10422667
B,48,A8751,Pterophylla sylvicola,A,A,A,5,2.5,0.196349541,2.181661565,5.4,2.7,0.229022104,2.544690049,5.5,2.75,0.237582944,2.639810494
B,49,0,Pterophylla sylvicola,A,A,D,9.2,4.6,0.664761005,7.386233394,9.4,4.7,0.693977817,7.710864635,,0,0,0
B,49,A8081,Pterophylla sylvicola,A,A,A,10,5,0.785398163,8.72664626,10,5,0.785398163,8.72664626,9.5,4.75,0.708821842,7.87579825
B,49,,Pterophylla sylvicola,A,A,A,7.5,3.75,0.441786467,4.908738521,8.3,4.15,0.541060795,6.011786608,8.1,4.05,0.515299735,5.725552611
B,49,,Pterophylla sylvicola,A,A,A,9.8,4.9,0.754296396,8.381071068,11.2,5.6,0.985203456,10.94670507,11,5.5,0.950331778,10.55924197
B,50,A8631,Pterophylla sylvicola,A,A,A,10.7,5.35,0.899202357,9.991137303,10.5,5.25,0.865901475,9.621127502,10.6,5.3,0.882473376,9.805259738
B,50,,Pterophylla sylvicola,A,A,D,10.8,5.4,0.916088418,10.1787602,11.5,5.75,1.038689071,11.54098968,,0,0,0
B,50,,Pterophylla sylvicola,A,A,A,15.7,7.85,1.935927933,21.51031037,17.2,8.6,2.323521927,25.8169103,18.3,9.15,2.630219909,29.22466566
B,51,A8602,Pterophylla sylvicola,A,A,A,8.9,4.45,0.622113885,6.912376503,9.9,4.95,0.76976874,8.552985999,8.9,4.45,0.622113885,6.912376503
B,51,,Pterophylla sylvicola,A,A,A,8.1,4.05,0.515299735,5.725552611,8.6,4.3,0.580880482,6.454227574,9.1,4.55,0.650388219,7.226535768
B,51,,Pterophylla sylvicola,,A,A,,0,0,0,8,4,0.502654825,5.585053606,7.9,3.95,0.490166994,5.446299931
B,52,0,Pterophylla sylvicola,A,A,A,6.7,3.35,0.352565236,3.917391506,8.1,4.05,0.515299735,5.725552611,8.5,4.25,0.567450173,6.305001923
B,52,,Pterophylla sylvicola,A,A,A,14.5,7.25,1.651299639,18.34777376,16.3,8.15,2.08672438,23.18582645,16.2,8.1,2.06119894,22.90221044
B,53,A8068,Pterophylla sylvicola,,A,A,,0,0,0,10.1,5.05,0.801184666,8.90205185,11.4,5.7,1.020703453,11.34114948
A,53,A8641,Pterophylla sylvicola,,A,A,,0,0,0,5.7,2.85,0.255175863,2.83528737,6,3,0.282743339,3.141592654
A,54,,Pterophylla sylvicola,A,A,A,5.3,2.65,0.220618344,2.451314934,5.3,2.65,0.220618344,2.451314934,6.6,3.3,0.34211944,3.801327111
A,55,0,Pterophylla sylvicola,,A,D,,0,0,0,5.3,2.65,0.220618344,2.451314934,,0,0,0
A,55,A8268,Pterophylla sylvicola,,A,A,,0,0,0,10.9,5.45,0.933131558,10.36812842,11.7,5.85,1.075131546,11.94590607
A,55,A8634,Pterophylla sylvicola,,,A,,0,0,0,0,0,0,0,16.5,8.25,2.1382465,23.75829444
A,56,0,Pterophylla sylvicola,A,A,A,9.8,4.9,0.754296396,8.381071068,13.1,6.55,1.347821788,14.97579765,14.4,7.2,1.628601632,18.09557368
A,56,A8138,Pterophylla sylvicola,A,A,A,8.1,4.05,0.515299735,5.725552611,9,4.5,0.636172512,7.068583471,10.9,5.45,0.933131558,10.36812842
A,57,A8588,Pterophylla sylvicola,A,A,A,6.5,3.25,0.331830724,3.687008045,7.1,3.55,0.395919214,4.39910238,7.3,3.65,0.418538681,4.650429792
A,57,A8622,Pterophylla sylvicola,,A,D,,0,0,0,5.5,2.75,0.237582944,2.639810494,,0,0,0
A,57,,Pterophylla sylvicola,A,A,A,11.2,5.6,0.985203456,10.94670507,16,8,2.010619298,22.34021443,17.3,8.65,2.350618163,26.11797959
A,57,,Pterophylla sylvicola,A,A,A,12.5,6.25,1.22718463,13.63538478,14.7,7.35,1.697166891,18.8574099,15.2,7.6,1.814583917,20.16204352
A,58,A8587,Pterophylla sylvicola,A,A,A,5.3,2.65,0.220618344,2.451314934,5.4,2.7,0.229022104,2.544690049,5.7,2.85,0.255175863,2.83528737
A,58,,Pterophylla sylvicola,A,A,A,9.5,4.75,0.708821842,7.87579825,0,0,0,0,16.7,8.35,2.190396938,24.33774375
A,59,A8578,Pterophylla sylvicola,,A,A,,0,0,0,10.4,5.2,0.849486654,9.438740595,10.8,5.4,0.916088418,10.1787602
A,59,A8644,Pterophylla sylvicola,,A,A,,0,0,0,6.4,3.2,0.321699088,3.574434308,7.1,3.55,0.395919214,4.39910238
A,59,,Pterophylla sylvicola,A,A,A,11.5,5.75,1.038689071,11.54098968,14.7,7.35,1.697166891,18.8574099,15.3,7.65,1.838538561,20.42820623
A,59,,Pterophylla sylvicola,A,A,A,11.8,5.9,1.093588403,12.15098225,16.4,8.2,2.1124069,23.47118778,17.3,8.65,2.350618163,26.11797959
A,60,A8112,Pterophylla sylvicola,A,A,A,6.5,3.25,0.331830724,3.687008045,7,3.5,0.3848451,4.276056667,13.4,6.7,1.410260942,15.66956602
A,60,A8512,Pterophylla sylvicola,A,A,D,15,7.5,1.767145868,19.63495408,18.3,9.15,2.630219909,29.22466566,,0,0,0
A,60,A8608,Pterophylla sylvicola,,A,A,,0,0,0,10.5,5.25,0.865901475,9.621127502,10.5,5.25,0.865901475,9.621127502
A,61,A8269,Pterophylla sylvicola,A,A,D,7.9,3.95,0.490166994,5.446299931,5.5,2.75,0.237582944,2.639810494,,0,0,0
A,61,A8580,Pterophylla sylvicola,A,A,A,7.4,3.7,0.430084034,4.778711492,7.7,3.85,0.465662571,5.174028568,7.9,3.95,0.490166994,5.446299931
A,61,A8635,Pterophylla sylvicola,,A,A,,0,0,0,10.5,5.25,0.865901475,9.621127502,11.3,5.65,1.002874915,11.14305461
A,61,,Pterophylla sylvicola,A,A,A,8.6,4.3,0.580880482,6.454227574,9.8,4.9,0.754296396,8.381071068,10.6,5.3,0.882473376,9.805259738
A,62,A8276,Pterophylla sylvicola,,A,A,,0,0,0,9.1,4.55,0.650388219,7.226535768,8.9,4.45,0.622113885,6.912376503
A,62,A8583,Pterophylla sylvicola,,A,A,,0,0,0,8,4,0.502654825,5.585053606,13,6.5,1.327322896,14.74803218
A,62,,Pterophylla sylvicola,A,A,D,5.3,2.65,0.220618344,2.451314934,5,2.5,0.196349541,2.181661565,,0,0,0
A,63,A8029,Pterophylla sylvicola,A,A,A,8.4,4.2,0.554176944,6.157521601,11.1,5.55,0.967689077,10.75210086,12,6,1.130973355,12.56637061
A,63,,Pterophylla sylvicola,A,A,D,5.2,2.6,0.212371663,2.359685149,5.3,2.65,0.220618344,2.451314934,0,0,0,0
A,63,,Pterophylla sylvicola,,A,A,,0,0,0,16,8,2.010619298,22.34021443,17.4,8.7,2.37787148,26.42079422
A,64,A8340,Pterophylla sylvicola,,A,D,,0,0,0,8.6,4.3,0.580880482,6.454227574,,0,0,0
A,64,,Pterophylla sylvicola,,A,A,,0,0,0,7.5,3.75,0.441786467,4.908738521,8,4,0.502654825,5.585053606
A,65,A8284,Pterophylla sylvicola,A,A,A,11.3,5.65,1.002874915,11.14305461,12.4,6.2,1.207628216,13.41809129,12.4,6.2,1.207628216,13.41809129
A,65,A8595,Pterophylla sylvicola,,A,A,,0,0,0,12,6,1.130973355,12.56637061,17,8.5,2.269800692,25.22000769
C,66,A8257,Pterophylla sylvicola,,A,A,,0,0,0,15.6,7.8,1.91134497,21.23716634,16.7,8.35,2.190396938,24.33774375
C,66,A8598,Pterophylla sylvicola,A,A,A,7.5,3.75,0.441786467,4.908738521,9.6,4.8,0.723822947,8.042477193,10.8,5.4,0.916088418,10.1787602
C,66,,Pterophylla sylvicola,A,A,A,8.5,4.25,0.567450173,6.305001923,9.3,4.65,0.679290872,7.54767635,9.3,4.65,0.679290872,7.54767635
C,67,A8291,Pterophylla sylvicola,,A,A,,0,0,0,17.4,8.7,2.37787148,26.42079422,17.6,8.8,2.432849351,27.03165945
C,67,,Pterophylla sylvicola,A,A,A,6.2,3.1,0.301907054,3.354522822,6.8,3.4,0.363168111,4.035201231,6.5,3.25,0.331830724,3.687008045
C,68,,Pterophylla sylvicola,,A,D,,0,0,0,6.5,3.25,0.331830724,3.687008045,,0,0,0
C,68,,Pterophylla sylvicola,,A,A,,0,0,0,18.9,9.45,2.805520779,31.17245311,20.3,10.15,3.236547292,35.96163657
C,69,A8590,Pterophylla sylvicola,A,A,A,6.5,3.25,0.331830724,3.687008045,6.6,3.3,0.34211944,3.801327111,7.6,3.8,0.453645979,5.04051088
C,69,,Pterophylla sylvicola,A,A,A,12.5,6.25,1.22718463,13.63538478,13,6.5,1.327322896,14.74803218,12.8,6.4,1.286796351,14.29773723
C,70,A8596,Pterophylla sylvicola,,A,A,,0,0,0,8.6,4.3,0.580880482,6.454227574,8.8,4.4,0.608212338,6.757914864
C,70,,Pterophylla sylvicola,A,A,A,14.6,7.3,1.674154725,18.60171917,17,8.5,2.269800692,25.22000769,17.7,8.85,2.460573906,27.33971007
C,71,,Pterophylla sylvicola,A,A,A,7.3,3.65,0.418538681,4.650429792,7.8,3.9,0.477836243,5.309291585,8,4,0.502654825,5.585053606
C,71,,Pterophylla sylvicola,A,A,A,9.1,4.55,0.650388219,7.226535768,11.6,5.8,1.056831769,11.74257521,11.8,5.9,1.093588403,12.15098225
C,72,A8223,Pterophylla sylvicola,A,A,A,15.3,7.65,1.838538561,20.42820623,16.8,8.4,2.216707776,24.6300864,16.5,8.25,2.1382465,23.75829444
C,72,,Pterophylla sylvicola,A,A,A,8.5,4.25,0.567450173,6.305001923,8.5,4.25,0.567450173,6.305001923,8.4,4.2,0.554176944,6.157521601
